,experiment,group,phase,hours_post_cfc,metric,trial,score
1106,G,PV,fish,0,c-Fos+PV+ofc-Fos+,3,0
1107,G,PV,fish,0,c-Fos+GC+ofc-Fos+,1,84.37
1108,G,PV,fish,0,c-Fos+GC+ofc-Fos+,2,95.65
1109,G,PV,fish,0,c-Fos+GC+ofc-Fos+,3,86.95
1110,G,CCK,fish,0,c-Fos+CCK+ofc-Fos+,1,7.4
1111,G,CCK,fish,0,c-Fos+CCK+ofc-Fos+,2,6
1112,G,CCK,fish,0,c-Fos+CCK+ofc-Fos+,3,3.57
1113,G,CCK,fish,0,c-Fos+CCK+ofc-Fos+,4,5.26
1114,G,CCK,fish,0,c-Fos+GC+ofc-Fos+,1,88.89
1115,G,CCK,fish,0,c-Fos+GC+ofc-Fos+,2,83.33
1116,G,CCK,fish,0,c-Fos+GC+ofc-Fos+,3,92.8
1117,G,CCK,fish,0,c-Fos+GC+ofc-Fos+,4,89.47
1118,H,CCK,fish,0,eYFP+CCK+ofeYFP+,1,82.85
1119,H,CCK,fish,0,eYFP+CCK+ofeYFP+,2,90
1120,H,CCK,fish,0,eYFP+CCK+ofeYFP+,3,100
1121,H,GAD1,fish,0,eYFP+GAD1+ofeYFP+,1,100
1122,H,GAD1,fish,0,eYFP+GAD1+ofeYFP+,2,91.665
1123,H,GAD1,fish,0,eYFP+GAD1+ofeYFP+,3,100
1124,I,labelling,recall-training,5,c-Fos+EGFP+ofEGFP+,1,5.71
1125,I,labelling,recall-training,5,c-Fos+EGFP+ofEGFP+,2,10
1126,I,labelling,recall-training,5,c-Fos+EGFP+ofEGFP+,3,15
1127,I,labelling,recall-training,5,c-Fos+EGFP+ofEGFP+,4,14.29
1128,I,labelling,recall-training,5,c-Fos+EGFP+ofEGFP+,5,15.38
1129,I,labelling,recall-training,5,c-Fos+EGFP+ofEGFP+,6,14.29
1130,I,labelling,recall-training,5,c-Fos+EGFP+ofEGFP+,7,13.33
1131,I,labelling,recall-training,12,c-Fos+EGFP+ofEGFP+,1,6.9
1132,I,labelling,recall-training,12,c-Fos+EGFP+ofEGFP+,2,7.29
1133,I,labelling,recall-training,12,c-Fos+EGFP+ofEGFP+,3,7.69
1134,I,labelling,recall-training,12,c-Fos+EGFP+ofEGFP+,4,6.12
1135,I,labelling,recall-training,12,c-Fos+EGFP+ofEGFP+,5,6.25
1136,I,labelling,recall-training,12,c-Fos+EGFP+ofEGFP+,6,9.52
1137,I,labelling,recall-training,12,c-Fos+EGFP+ofEGFP+,7,8.33
1138,I,labelling,recall-training,24,c-Fos+EGFP+ofEGFP+,1,6.67
1139,I,labelling,recall-training,24,c-Fos+EGFP+ofEGFP+,2,6.25
1140,I,labelling,recall-training,24,c-Fos+EGFP+ofEGFP+,3,7.69
1141,I,labelling,recall-training,24,c-Fos+EGFP+ofEGFP+,4,5.13
1142,I,labelling,recall-training,24,c-Fos+EGFP+ofEGFP+,5,5.26
1143,I,labelling,recall-training,24,c-Fos+EGFP+ofEGFP+,6,7.14
1144,I,labelling,recall-training,24,c-Fos+EGFP+ofEGFP+,7,8.33
1145,I,labelling,recall-training,5,c-Fos+EGFP+ofc-Fos+,1,2.63795423956931
1146,I,labelling,recall-training,5,c-Fos+EGFP+ofc-Fos+,2,8.51503759398496
1147,I,labelling,recall-training,5,c-Fos+EGFP+ofc-Fos+,3,5.38720538720539
1148,I,labelling,recall-training,5,c-Fos+EGFP+ofc-Fos+,4,9.64831096714484
1149,I,labelling,recall-training,5,c-Fos+EGFP+ofc-Fos+,5,3.81134480560867
1150,I,labelling,recall-training,5,c-Fos+EGFP+ofc-Fos+,6,7.40023246803565
1151,I,labelling,recall-training,5,c-Fos+EGFP+ofc-Fos+,7,8.08534531162268
1152,I,labelling,recall-training,12,c-Fos+EGFP+ofc-Fos+,1,6.43019395421982
1153,I,labelling,recall-training,12,c-Fos+EGFP+ofc-Fos+,2,5.51783908710097
1154,I,labelling,recall-training,12,c-Fos+EGFP+ofc-Fos+,3,4.99786416061512
1155,I,labelling,recall-training,12,c-Fos+EGFP+ofc-Fos+,4,5.42618132489261
1156,I,labelling,recall-training,12,c-Fos+EGFP+ofc-Fos+,5,6.25690913110767
1157,I,labelling,recall-training,12,c-Fos+EGFP+ofc-Fos+,6,5.95065312046444
1158,I,labelling,recall-training,12,c-Fos+EGFP+ofc-Fos+,7,7.77410207939509
1159,I,labelling,recall-training,24,c-Fos+EGFP+ofc-Fos+,1,1.99876045863031
1160,I,labelling,recall-training,24,c-Fos+EGFP+ofc-Fos+,2,2.32014948614139
1161,I,labelling,recall-training,24,c-Fos+EGFP+ofc-Fos+,3,3.18952014808486
1162,I,labelling,recall-training,24,c-Fos+EGFP+ofc-Fos+,4,3.42692902940526
1163,I,labelling,recall-training,24,c-Fos+EGFP+ofc-Fos+,5,6.17876424715057
1164,I,labelling,recall-training,24,c-Fos+EGFP+ofc-Fos+,6,4.83539094650206
1165,I,labelling,recall-training,24,c-Fos+EGFP+ofc-Fos+,7,8.62127950735546
1166,I,labelling,recall-training,5,c-Fos+EGFP+ofDAPI+,1,0.692579505300353
1167,I,labelling,recall-training,5,c-Fos+EGFP+ofDAPI+,2,1.27966101694915
1168,I,labelling,recall-training,5,c-Fos+EGFP+ofDAPI+,3,0.832151300236407
1169,I,labelling,recall-training,5,c-Fos+EGFP+ofDAPI+,4,2.26630434782609
1170,I,labelling,recall-training,5,c-Fos+EGFP+ofDAPI+,5,1.34684684684685
1171,I,labelling,recall-training,5,c-Fos+EGFP+ofDAPI+,6,2.02473498233216
1172,I,labelling,recall-training,5,c-Fos+EGFP+ofDAPI+,7,2.11764705882353
1173,I,labelling,recall-training,12,c-Fos+EGFP+ofDAPI+,1,0.893203883495146
1174,I,labelling,recall-training,12,c-Fos+EGFP+ofDAPI+,2,1.55918367346939
1175,I,labelling,recall-training,12,c-Fos+EGFP+ofDAPI+,3,1.80927835051546
1176,I,labelling,recall-training,12,c-Fos+EGFP+ofDAPI+,4,0.794701986754967
1177,I,labelling,recall-training,12,c-Fos+EGFP+ofDAPI+,5,0.750663129973475
1178,I,labelling,recall-training,12,c-Fos+EGFP+ofDAPI+,6,0.75130890052356
1179,I,labelling,recall-training,12,c-Fos+EGFP+ofDAPI+,7,0.839285714285714
1180,I,labelling,recall-training,24,c-Fos+EGFP+ofDAPI+,1,0.296551724137931
1181,I,labelling,recall-training,24,c-Fos+EGFP+ofDAPI+,2,0.331111111111111
1182,I,labelling,recall-training,24,c-Fos+EGFP+ofDAPI+,3,0.93723849372385
1183,I,labelling,recall-training,24,c-Fos+EGFP+ofDAPI+,4,0.508196721311475
1184,I,labelling,recall-training,24,c-Fos+EGFP+ofDAPI+,5,0.751824817518248
1185,I,labelling,recall-training,24,c-Fos+EGFP+ofDAPI+,6,0.721227621483376
1186,I,labelling,recall-training,24,c-Fos+EGFP+ofDAPI+,7,0.9
